Id,Name,Type,Picture,Price,Recommended,Link
169,ATX THERMALTAKE View 23 TG ARGB черный,Midi-Tower,https://items.s1.citilink.ru/1106024_v01_m.jpg,8180,0,https://www.citilink.ru/product/korpus-atx-thermaltake-view-23-tg-argb-midi-tower-bez-bp-chernyi-1106024/
170,ATX COOLER MASTER MasterCase H500P White Mesh ARGB белый,Midi-Tower,https://items.s1.citilink.ru/1446299_v01_m.jpg,13 080,0,https://www.citilink.ru/product/korpus-atx-cooler-master-mastercase-h500p-white-mesh-argb-bez-bp-belyi-1446299/
171,E-ATX NZXT H710 CA-H710B-B1 черный,Midi-Tower,https://items.s1.citilink.ru/1167983_v01_m.jpg,11 400,0,https://www.citilink.ru/product/korpus-e-atx-nzxt-h710-ca-h710b-b1-midi-tower-bez-bp-chernyi-1167983/
172,ATX COOLER MASTER MasterBox K500LRED FAN черный,Midi-Tower,https://items.s1.citilink.ru/1446302_v01_m.jpg,4620,0,https://www.citilink.ru/product/korpus-atx-cooler-master-masterbox-k500lred-fan-bez-bp-chernyi-mcb-k50-1446302/
173,ATX COOLER MASTER MasterCase H500P Gunmetal Mesh ARGB темно-серый,Midi-Tower,https://items.s1.citilink.ru/1446296_v01_m.jpg,13 990,0,https://www.citilink.ru/product/korpus-atx-cooler-master-mastercase-h500p-gunmetal-mesh-argb-bez-bp-te-1446296/
174,mATX FRACTAL DESIGN Meshify Mini C TG черный,Mini-Tower,https://items.s1.citilink.ru/1049309_v01_m.jpg,8620,0,https://www.citilink.ru/product/korpus-matx-fractal-design-meshify-mini-c-tg-mini-tower-bez-bp-chernyi-1049309/
175,ATX THERMALTAKE Versa C22 RGB белый и черный,Midi-Tower,https://items.s1.citilink.ru/383909_v01_m.jpg,5320,0,https://www.citilink.ru/product/korpus-atx-thermaltake-versa-c22-rgb-midi-tower-bez-bp-belyi-i-chernyi-383909/
176,ATX NZXT H510i CA-H510i-B1 черный,Mini-Tower,https://items.s1.citilink.ru/1186598_v01_m.jpg,8080,0,https://www.citilink.ru/product/korpus-atx-nzxt-h510i-ca-h510i-b1-mini-tower-bez-bp-chernyi-1186598/
177,E-ATX NZXT H710 CA-H710B-W1 белый,Midi-Tower,https://items.s1.citilink.ru/1167990_v01_m.jpg,12 130,0,https://www.citilink.ru/product/korpus-e-atx-nzxt-h710-ca-h710b-w1-midi-tower-bez-bp-belyi-1167990/
178,ATX FORMULA V-LINE FLASH W белый,Midi-Tower,https://items.s1.citilink.ru/1415139_v01_m.jpg,4860,0,https://www.citilink.ru/product/korpus-formula-v-line-flash-whitw-belyi-bez-bp-atx-3x120mm-2xusb2-0-1x-1415139/
179,ATX FORMULA V-LINE FLASH B черный,Midi-Tower,https://items.s1.citilink.ru/1415123_v01_m.jpg,4610,0,https://www.citilink.ru/product/korpus-formula-v-line-flash-black-chernyi-bez-bp-atx-3x120mm-2xusb2-0-1415123/
180,ATX THERMALTAKE Versa T35 черный,Midi-Tower,https://items.s1.citilink.ru/1418120_v01_m.jpg,4710,0,https://www.citilink.ru/product/korpus-thermaltake-versa-t35-chernyi-bez-bp-atx-2x120mm-2xusb2-0-1xusb-1418120/
181,miniITX FRACTAL DESIGN Define Nano S Window черный,Mini-Tower,https://items.s1.citilink.ru/359188_v01_m.jpg,6110,0,https://www.citilink.ru/product/korpus-miniitx-fractal-design-define-nano-s-window-mini-tower-bez-bp-c-359188/
182,ATX COOLER MASTER MasterBox MB511 Mesh RED черный,Midi-Tower,https://items.s1.citilink.ru/1446169_v01_m.jpg,6000,0,https://www.citilink.ru/product/korpus-atx-cooler-master-masterbox-mb511-mesh-red-midi-tower-bez-bp-ch-1446169/
183,E-ATX FRACTAL DESIGN Meshify S2 Solid черный,Midi-Tower,https://items.s1.citilink.ru/1123644_v01_m.jpg,13 020,0,https://www.citilink.ru/product/korpus-e-atx-fractal-design-meshify-s2-solid-midi-tower-bez-bp-chernyi-1123644/
184,mATX THERMALTAKE AH T200 черный,Micro-Tower,https://items.s1.citilink.ru/1418093_v01_m.jpg,11 900,0,https://www.citilink.ru/product/korpus-thermaltake-ah-t200-chernyi-bez-bp-atx-8x120mm-8x140mm-3x200mm-1418093/
185,ATX THERMALTAKE A500 TG серый и черный,Midi-Tower,https://items.s1.citilink.ru/1170439_v01_m.jpg,19 590,0,https://www.citilink.ru/product/korpus-atx-thermaltake-a500-tg-midi-tower-bez-bp-seryi-i-chernyi-1170439/
186,ATX COOLER MASTER MasterCase H500M темно-серый,Midi-Tower,https://items.s1.citilink.ru/1446292_v01_m.jpg,17 990,0,https://www.citilink.ru/product/korpus-atx-cooler-master-mastercase-h500m-midi-tower-bez-bp-temno-sery-1446292/
187,ATX FRACTAL DESIGN Define S Window черный,Midi-Tower,https://items.s1.citilink.ru/359235_v01_m.jpg,7400,0,https://www.citilink.ru/product/korpus-atx-fractal-design-define-s-window-midi-tower-bez-bp-chernyi-359235/
188,ATX CORSAIR Carbide Series 678C белый,Midi-Tower,https://items.s1.citilink.ru/1484374_v01_m.jpg,18 290,0,https://www.citilink.ru/product/korpus-corsair-carbide-series-678c-belyi-bez-bp-atx-3x120mm-1x140mm-2x-1484374/
189,mATX AEROCOOL Atomic Lite-G-BK-v2 черный,Mini-Tower,https://items.s1.citilink.ru/1440920_v01_m.jpg,3890,0,https://www.citilink.ru/product/korpus-atx-aerocool-atomic-lite-g-bk-v2-bez-bp-chernyi-accs-pv33123-11-1440920/
190,ATX FORMULA V-LINE 7603 черный,Midi-Tower,https://items.s1.citilink.ru/1170046_v01_m.jpg,5840,0,https://www.citilink.ru/product/korpus-atx-formula-v-line-7603-midi-tower-bez-bp-chernyi-1170046/
191,ATX ZALMAN K1 Rev.B черный,Midi-Tower,https://items.s1.citilink.ru/1509239_v01_m.jpg,5700,0,https://www.citilink.ru/product/korpus-zalman-k1-rev-b-chernyi-bez-bp-atx-8x120mm-5x140mm-2xusb2-0-2xu-1509239/
192,ATX THERMALTAKE Suppressor F51 TG черный,Midi-Tower,https://items.s1.citilink.ru/1458749_v01_m.jpg,10 590,0,https://www.citilink.ru/product/korpus-atx-thermaltake-suppressor-f51-tg-bez-bp-chernyi-ca-1e3-00m1wn-1458749/
193,miniITX COOLER MASTER MasterBox NR200 Black черный,HTPC,https://items.s1.citilink.ru/1468718_v01_m.jpg,5690,0,https://www.citilink.ru/product/korpus-miniitx-cooler-master-masterbox-nr200-black-bez-bp-chernyi-mcb-1468718/
194,ATX CORSAIR Carbide Series 678C черный,Midi-Tower,https://items.s1.citilink.ru/1484327_v01_m.jpg,18 900,0,https://www.citilink.ru/product/korpus-corsair-carbide-series-678c-chernyi-bez-bp-atx-3x120mm-1x140mm-1484327/
195,ATX CORSAIR SPEC-OMEGA TG черный и белый,Midi-Tower,https://items.s1.citilink.ru/1484298_v01_m.jpg,10 610,0,https://www.citilink.ru/product/korpus-corsair-spec-omega-tg-chernyi-belyi-bez-bp-atx-3x120mm-1x140mm-1484298/
196,ATX CORSAIR SPEC-OMEGA TG черный,Midi-Tower,https://items.s1.citilink.ru/1484322_v01_m.jpg,10 450,0,https://www.citilink.ru/product/korpus-corsair-spec-omega-tg-chernyi-bez-bp-atx-3x120mm-1x140mm-2xusb3-1484322/
197,ATX THERMALTAKE View 71 TG черный,Full-Tower,https://items.s1.citilink.ru/498928_v01_m.jpg,15 810,0,https://www.citilink.ru/product/korpus-atx-thermaltake-view-71-tg-full-tower-bez-bp-chernyi-498928/
198,mATX FORMULA FM-608 черный,Micro-Tower,https://items.s1.citilink.ru/307580_v01_m.jpg,3520,0,https://www.citilink.ru/product/korpus-matx-formula-fm-608-micro-tower-450vt-chernyi-307580/
199,mATX COOLER MASTER MasterBox MB400L w ODD черный,Mini-Tower,https://items.s1.citilink.ru/1468663_v01_m.jpg,3590,0,https://www.citilink.ru/product/korpus-matx-cooler-master-masterbox-mb400l-w-odd-bez-bp-chernyi-mcb-b4-1468663/
200,ATX COOLER MASTER MasterBox Lite 5 RGB черный,Midi-Tower,https://items.s1.citilink.ru/1446443_v01_m.jpg,5790,0,https://www.citilink.ru/product/korpus-atx-cooler-master-masterbox-lite-5-rgb-bez-bp-chernyi-mcw-l5s3-1446443/
201,mATX THERMALTAKE AH T200 белый,Micro-Tower,https://items.s1.citilink.ru/1418097_v01_m.jpg,10 220,0,https://www.citilink.ru/product/korpus-thermaltake-ah-t200-belyi-bez-bp-atx-8x120mm-8x140mm-3x200mm-2x-1418097/
202,ATX FORMULA CL-3303B RGB черный,Midi-Tower,https://items.s1.citilink.ru/1393316_v01_m.jpg,3690,0,https://www.citilink.ru/product/korpus-formula-cl-3303b-rgb-chernyi-bez-bp-atx-6x120mm-2xusb2-0-1xusb3-1393316/
203,ATX THERMALTAKE H330 TG черный,Midi-Tower,https://items.s1.citilink.ru/1390911_v01_m.jpg,4260,0,https://www.citilink.ru/product/korpus-thermaltake-h330-tg-chernyi-bez-bp-atx-1x120mm-2xusb3-0-audio-b-1390911/
204,ATX THERMALTAKE S300 TG Snow белый,Midi-Tower,https://items.s1.citilink.ru/1204796_v01_m.jpg,7430,0,https://www.citilink.ru/product/korpus-atx-thermaltake-s300-tg-snow-midi-tower-bez-bp-belyi-1204796/
205,ATX FORMULA CT-732 черный,Midi-Tower,https://items.s1.citilink.ru/1170045_v01_m.jpg,3670,0,https://www.citilink.ru/product/korpus-atx-formula-ct-732-midi-tower-bez-bp-chernyi-1170045/
206,ATX FORMULA V-LINE 205X-02 черный,Midi-Tower,https://items.s1.citilink.ru/1123268_v01_m.jpg,4710,0,https://www.citilink.ru/product/korpus-atx-formula-v-line-205x-02-midi-tower-bez-bp-chernyi-1123268/
207,ATX THERMALTAKE Versa H23 черный,Midi-Tower,https://items.s1.citilink.ru/928319_v01_m.jpg,,0,https://www.citilink.ru/product/korpus-atx-thermaltake-versa-h23-midi-tower-bez-bp-chernyi-928319/
208,Thermaltake Versa T35 TG RGB черный без БП ATX 5x120mm 4x140mm 1x200mm 2xUS плохая упаковка,Midi-Tower,https://items.s1.citilink.ru/1390920_v01_m.jpg,,0,https://www.citilink.ru/product/korpus-thermaltake-versa-t35-tg-rgb-chernyi-bez-bp-atx-5x120mm-4x140mm-1461314/
209,Thermaltake H21 Versa CA-1B2-00M1NN-00 черный w/o PSU ATX SECC 1*120mm fan плохая упаковка,Midi-Tower,https://items.s1.citilink.ru/928301_v01_m.jpg,,0,https://www.citilink.ru/product/korpus-thermaltake-h21-versa-ca-1b2-00m1nn-00-chernyi-w-o-psu-atx-secc-958040/
210,Aerocool Ore Saturn FRGB-G-BK-v1 черный без БП ATX 3x120mm 2xUSB2.0 1xUSB3. плохая упаковка,Midi-Tower,https://items.s1.citilink.ru/1217780_v01_m.jpg,,0,https://www.citilink.ru/product/korpus-aerocool-ore-saturn-frgb-g-bk-v1-chernyi-bez-bp-atx-3x120mm-2xu-1404189/
211,ATX FORMULA V-LINE W03M черный,Midi-Tower,https://items.s1.citilink.ru/1195000_v01_m.jpg,,0,https://www.citilink.ru/product/korpus-atx-formula-v-line-w03m-midi-tower-bez-bp-chernyi-1195000/
212,ATX THERMALTAKE Core V71 TG черный,Full-Tower,https://items.s1.citilink.ru/1029545_v01_m.jpg,,0,https://www.citilink.ru/product/korpus-atx-thermaltake-core-v71-tg-full-tower-bez-bp-chernyi-1029545/
213,Thermaltake CA-1B8-00S Core V1 черный w/o PSU MiniITX SECC 1*2000mm 2*80mm плохая упаковка,Mini-Tower,https://items.s1.citilink.ru/950516_v01_m.jpg,,0,https://www.citilink.ru/product/korpus-thermaltake-ca-1b8-00s-core-v1-chernyi-w-o-psu-miniitx-secc-1-2-979383/
214,Linkworld LC-820-01B black 65W miniITX 2*USB AUDIO card reader c.2121 плохая упаковка,HTPC,https://items.s1.citilink.ru/528751_v01_m.jpg,,0,https://www.citilink.ru/product/korpus-linkworld-lc-820-01b-black-65w-miniitx-2-usb-audio-card-reader-638582/
215,LinkWorld 727-21 2 IRU черный без БП mATX 2xUSB3.0 audio плохая упаковка,2,https://static.citilink.ru/media/global/nophoto.png,,0,https://www.citilink.ru/product/korpus-linkworld-727-21-2-iru-chernyi-bez-bp-matx-2xusb3-0-audio-ploha-475663/
216,Aerocool Qs-240 черный без БП mATX 4x120mm 2xUSB2.0 1xUSB3.0 audio bott PSU плохая упаковка,Micro-Tower,https://items.s1.citilink.ru/338858_v01_m.jpg,,0,https://www.citilink.ru/product/korpus-aerocool-qs-240-chernyi-bez-bp-matx-4x120mm-2xusb2-0-1xusb3-0-a-431236/
217,Fractal Design Define Nano S Window черный без БП miniITX 4x120mm 3x140mm 2 плохая упаковка,Mini-Tower,https://items.s1.citilink.ru/359188_v01_m.jpg,,0,https://www.citilink.ru/product/korpus-fractal-design-define-nano-s-window-chernyi-bez-bp-miniitx-4x12-403322/
218,Thermaltake Suppressor F31 CA-1E3-00M1NN-00 черный w/o PSU ATX 2x120mm 2x20 плохая упаковка,Midi-Tower,https://items.s1.citilink.ru/326785_v01_m.jpg,,0,https://www.citilink.ru/product/korpus-thermaltake-suppressor-f31-ca-1e3-00m1nn-00-chernyi-w-o-psu-atx-345261/
219,Thermaltake Core V21 черный w/o PSU mATX 6x120mm 3x140mm 2xUSB3.0 audio bot плохая упаковка,Micro-Tower,https://items.s1.citilink.ru/316425_v01_m.jpg,,0,https://www.citilink.ru/product/korpus-thermaltake-core-v21-chernyi-w-o-psu-matx-6x120mm-3x140mm-2xusb-341025/
220,Thermaltake Versa H24 CA-1C1-00M1NN-00 черный w/o PSU ATX 2x120mm 1xUSB2.0 плохая упаковка,Midi-Tower,https://items.s1.citilink.ru/977645_v01_m.jpg,,0,https://www.citilink.ru/product/korpus-thermaltake-versa-h24-ca-1c1-00m1nn-00-chernyi-w-o-psu-atx-2x12-294904/;
221,Cooler Master MasterBox K500LRED FAN черный без БП ATX 3x120mm 2x140mm 2xUS плохая упаковка,Midi-Tower,https://items.s1.citilink.ru/1446302_v01_m.jpg,,0,https://www.citilink.ru/product/korpus-cooler-master-masterbox-k500lred-fan-chernyi-bez-bp-atx-3x120mm-1506674/
222,Formula V-LINE 2053 черный без БП ATX 3x120mm 2xUSB2.0 1xUSB3.0 audio bott плохая упаковка,Midi-Tower,https://items.s1.citilink.ru/1415094_v01_m.jpg,,0,https://www.citilink.ru/product/korpus-formula-v-line-2053-chernyi-bez-bp-atx-3x120mm-2xusb2-0-1xusb3-1503269/
223,Fractal Design Vector RS Blackout TG черный без БП E-ATX 6x120mm 6x140mm 2x плохая упаковка,Full-Tower,https://items.s1.citilink.ru/1169173_v01_m.jpg,,0,https://www.citilink.ru/product/korpus-fractal-design-vector-rs-blackout-tg-chernyi-bez-bp-e-atx-6x120-1490044/
224,Gigabyte AORUS С300 GB-AC300G черный без БП ATX 4x120mm 4x140mm 2xUSB3.0 au плохая упаковка,Full-Tower,https://items.s1.citilink.ru/1422651_v01_m.jpg,,0,https://www.citilink.ru/product/korpus-gigabyte-aorus-s300-gb-ac300g-chernyi-bez-bp-atx-4x120mm-4x140m-1485350/
225,Zalman K1 Rev.A черный без БП ATX 8x120mm 5x140mm 2xUSB2.0 2xUSB3.0 audio b плохая упаковка,Midi-Tower,https://items.s1.citilink.ru/1361892_v01_m.jpg,,0,https://www.citilink.ru/product/korpus-zalman-k1-rev-a-chernyi-bez-bp-atx-8x120mm-5x140mm-2xusb2-0-2xu-1393900/
226,Aerocool Aero One Frost-G-BK-v1 черный без БП ATX 4x120mm 2x140mm 2xUSB3.0 плохая упаковка,Midi-Tower,https://items.s1.citilink.ru/1184769_v01_m.jpg,,0,https://www.citilink.ru/product/korpus-aerocool-aero-one-frost-g-bk-v1-chernyi-bez-bp-atx-4x120mm-2x14-1204851/
227,Formula F-3401 V1 черный без БП ATX 3x120mm 2xUSB2.0 1xUSB3.0 audio bott плохая упаковка,Midi-Tower,https://items.s1.citilink.ru/1198599_v01_m.jpg,,0,https://www.citilink.ru/product/korpus-formula-f-3401-v1-chernyi-bez-bp-atx-3x120mm-2xusb2-0-1xusb3-0-1202443/
228,Thermaltake H200 TG RGB черный без БП ATX 2xUSB3.0 audio bott PSU плохая упаковка,Midi-Tower,https://items.s1.citilink.ru/1148178_v01_m.jpg,,0,https://www.citilink.ru/product/korpus-thermaltake-h200-tg-rgb-chernyi-bez-bp-atx-2xusb3-0-audio-bott-1180181/
229,Zalman ZM-T6 черный без БП ATX 3x120mm 2xUSB2.0 1xUSB3.0 audio плохая упаковка,Midi-Tower,https://items.s1.citilink.ru/1136754_v01_m.jpg,,0,https://www.citilink.ru/product/korpus-zalman-zm-t6-chernyi-bez-bp-atx-3x120mm-2xusb2-0-1xusb3-0-audio-1155815/
230,Formula F-3401 черный без БП ATX 3x120mm 2xUSB2.0 1xUSB3.0 audio bott PSU плохая упаковка,Midi-Tower,https://items.s1.citilink.ru/1123266_v01_m.jpg,,0,https://www.citilink.ru/product/korpus-formula-f-3401-chernyi-bez-bp-atx-3x120mm-2xusb2-0-1xusb3-0-aud-1155472/
231,Aerocool Cylon Mini черный без БП mATX 1x120mm 1xUSB2.0 1xUSB3.0 audio bott плохая упаковка,Mini-Tower,https://items.s1.citilink.ru/1076328_v01_m.jpg,,0,https://www.citilink.ru/product/korpus-aerocool-cylon-mini-chernyi-bez-bp-matx-1x120mm-1xusb2-0-1xusb3-1114384/
232,Formula V-LINE 6000-RGB черный без БП ATX 2x120mm 2xUSB2.0 2xUSB3.0 audio b плохая упаковка,Full-Tower,https://items.s1.citilink.ru/1086208_f01_m.jpg,,0,https://www.citilink.ru/product/korpus-formula-v-line-6000-rgb-chernyi-bez-bp-atx-2x120mm-2xusb2-0-2xu-1109874/
233,Zalman i3 черный без БП ATX 2x120mm 2xUSB2.0 1xUSB3.0 audio bott PSU плохая упаковка,Midi-Tower,https://items.s1.citilink.ru/1071135_v01_m.jpg,,0,https://www.citilink.ru/product/korpus-zalman-i3-chernyi-bez-bp-atx-2x120mm-2xusb2-0-1xusb3-0-audio-bo-1076428/
234,Thermaltake Versa J21 TG черный без БП ATX 2x120mm 2xUSB2.0 2xUSB3.0 audio плохая упаковка,Midi-Tower,https://items.s1.citilink.ru/1031630_v01_m.jpg,,0,https://www.citilink.ru/product/korpus-thermaltake-versa-j21-tg-chernyi-bez-bp-atx-2x120mm-2xusb2-0-2x-1076112/
235,Thermaltake Versa H18 Window черный без БП mATX 2xUSB2.0 1xUSB3.0 audio bot плохая упаковка,Micro-Tower,https://items.s1.citilink.ru/1014591_v01_m.jpg,,0,https://www.citilink.ru/product/korpus-thermaltake-versa-h18-window-chernyi-bez-bp-matx-2xusb2-0-1xusb-1045037/
236,Aerocool CS-101 черный 400W miniITX 1x80mm 2xUSB3.0 audio плохая упаковка,Desktop,https://items.s1.citilink.ru/341224_v01_m.jpg,,0,https://www.citilink.ru/product/korpus-aerocool-cs-101-chernyi-400w-miniitx-1x80mm-2xusb3-0-audio-ploh-385266/
237,Zalman S2 черный без БП ATX 2x120mm 2xUSB2.0 1xUSB3.0 audio bott PSU плохая упаковка,Midi-Tower,https://items.s1.citilink.ru/1112667_v01_m.jpg,,0,https://www.citilink.ru/product/korpus-zalman-s2-chernyi-bez-bp-atx-2x120mm-2xusb2-0-1xusb3-0-audio-bo-1130991/
238,Cooler Master MasterBox K501L RGB TG черный без БП ATX 5x120mm 4x140mm 1xUS плохая упаковка,Midi-Tower,https://items.s1.citilink.ru/1446245_v01_m.jpg,,0,https://www.citilink.ru/product/korpus-cooler-master-masterbox-k501l-rgb-tg-chernyi-bez-bp-atx-5x120mm-1490795/
239,NZXT H510 CA-H510i-BR черный/красный без БП ATX 2x120mm 1xUSB3.0 1xUSB3.1 a мех.повреждения,Midi-Tower,https://items.s1.citilink.ru/1167980_v01_m.jpg,,0,https://www.citilink.ru/product/korpus-nzxt-h510-ca-h510i-br-chernyi-krasnyi-bez-bp-atx-2x120mm-1xusb3-M00203622/
240,Formula GM-706W белый без БП mATX 1xUSB2.0 1xUSB3.0 audio bott PSU плохая упаковка,Mini-Tower,https://items.s1.citilink.ru/1075776_v01_m.jpg,,0,https://www.citilink.ru/product/korpus-formula-gm-706w-belyi-bez-bp-matx-1xusb2-0-1xusb3-0-audio-bott-1116298/;