Id,Name,Socket,Chipset,Price,Recommended,Link
104,ASROCK B365M PRO4-F,LGA 1151v2,Intel B365,6010,0,https://www.citilink.ru/product/materinskaya-plata-asrock-b365m-pro4-f-lga-1151v2-intel-b365-matx-ret-1207983/
105,GIGABYTE A520 AORUS ELITE,SocketAM4,AMD A520,7440,0,https://www.citilink.ru/product/materinskaya-plata-gigabyte-a520-aorus-elite-socketam4-amd-b550-atx-re-1415701/
106,MSI B450M BAZOOKA MAX WIFI,SocketAM4,AMD B450,7380,0,https://www.citilink.ru/product/materinskaya-plata-msi-b450m-bazooka-max-wifi-soc-am4-amd-b450-4xddr4-1407246/
107,ASROCK B550M-HDV,SocketAM4,AMD B550,6350,0,https://www.citilink.ru/product/materinskaya-plata-asrock-b550m-hdv-soc-am4-amd-b550-2xddr4-matx-ac-97-1395306/
108,MSI H310M PRO-VDH PLUS,LGA 1151v2,Intel H310,4290,0,https://www.citilink.ru/product/materinskaya-plata-msi-h310m-pro-vdh-plus-lga-1151v2-intel-h310-matx-r-1100872/
109,GIGABYTE H310M S2 1.1,LGA 1151v2,Intel H370,3990,0,https://www.citilink.ru/product/materinskaya-plata-gigabyte-h310m-s2-lga-1151v2-intel-h370-matx-ret-1471912/
110,ASROCK B560M PRO4,LGA 1200,Intel B560,9590,0,https://www.citilink.ru/product/materinskaya-plata-asrock-b560m-pro4-soc-1200-intel-b560-4xddr4-matx-a-1485303/
111,ASUS PRIME H310M-K R2.0,LGA 1151v2,Intel H310,4090,0,https://www.citilink.ru/product/materinskaya-plata-asus-prime-h310m-k-r2-0-lga-1151v2-intel-h310-matx-1106386/
112,GIGABYTE H370M DS3H,LGA 1151v2,Intel H370,6960,0,https://www.citilink.ru/product/materinskaya-plata-gigabyte-h370m-ds3h-lga-1151v2-intel-h370-matx-ret-1068026/
113,GIGABYTE A520M S2H,SocketAM4,AMD A520,4990,0,https://www.citilink.ru/product/materinskaya-plata-gigabyte-a520m-s2h-soc-am4-amd-a520-2xddr4-matx-ac-1405124/
114,GIGABYTE B365M HD3,LGA 1151v2,Intel B365,5400,0,https://www.citilink.ru/product/materinskaya-plata-gigabyte-b365m-hd3-lga-1151v2-intel-b365-matx-ret-1165859/
115,ASUS ROG STRIX B460-F GAMING,LGA 1200,Intel B460,13 390,0,https://www.citilink.ru/product/materinskaya-plata-asus-rog-strix-b460-f-gaming-soc-1200-intel-b460-4x-1384233/
116,ASUS PRIME Z490-A,LGA 1200,Intel Z490,17 490,0,https://www.citilink.ru/product/materinskaya-plata-asus-prime-z490-a-soc-1200-intel-z490-4xddr4-atx-ac-1375121/
117,GIGABYTE B460M D3H,LGA 1200,Intel B460,8390,0,https://www.citilink.ru/product/materinskaya-plata-gigabyte-b460m-d3h-soc-1200-intel-b460-4xddr4-matx-1393307/
118,ASUS ROG STRIX X570-F GAMING,SocketAM4,AMD X570,25 110,0,https://www.citilink.ru/product/materinskaya-plata-asus-rog-strix-x570-f-gaming-socketam4-amd-x570-atx-1173884/
119,ASROCK H570 PHANTOM GAMING 4,LGA 1200,Intel H570,10 070,0,https://www.citilink.ru/product/materinskaya-plata-asrock-h570-phantom-gaming-4-soc-1200-intel-h570-4x-1485310/
120,ASROCK B550 PHANTOM GAMING 4,SocketAM4,AMD B550,9060,0,https://www.citilink.ru/product/materinskaya-plata-asrock-b550-phantom-gaming-4-soc-am4-amd-b550-4xddr-1395308/
121,GIGABYTE A520M H,SocketAM4,AMD A520,4890,0,https://www.citilink.ru/product/materinskaya-plata-gigabyte-a520m-h-soc-am4-amd-a520-2xddr4-matx-ac-97-1405122/
122,ASROCK B365 PRO4,LGA 1151v2,Intel B365,7090,0,https://www.citilink.ru/product/materinskaya-plata-asrock-b365-pro4-lga-1151v2-intel-b365-atx-ret-1146349/
123,GIGABYTE H310M S2V 2.0,LGA 1151v2,Intel H310,4380,0,https://www.citilink.ru/product/materinskaya-plata-gigabyte-h310m-s2v-2-0-lga-1151v2-intel-h310-matx-r-1101675/
124,GIGABYTE H410M S2H V2,LGA 1200,Intel H470,6590,0,https://www.citilink.ru/product/materinskaya-plata-gigabyte-h410m-s2h-v2-lga-1200-intel-h470-matx-ret-1476257/
125,MSI B550M PRO,SocketAM4,AMD B550,7200,0,https://www.citilink.ru/product/materinskaya-plata-msi-b550m-pro-socketam4-amd-b550-matx-ret-1455654/
126,ASUS ROG MAXIMUS XII HERO WI-FI,LGA 1200,Intel Z490,35 700,0,https://www.citilink.ru/product/materinskaya-plata-asus-rog-maximus-xii-hero-wi-fi-soc-1200-intel-z490-1375127/
127,ASUS PRIME A520M-K,SocketAM4,AMD A520,4790,0,https://www.citilink.ru/product/materinskaya-plata-asus-prime-a520m-k-soc-am4-amd-a520-2xddr4-matx-ac-1410389/
128,ASUS TUF GAMING X570-PLUS,SocketAM4,AMD X570,19 840,0,https://www.citilink.ru/product/materinskaya-plata-asus-tuf-gaming-x570-plus-socketam4-amd-x570-atx-re-1163698/
129,GIGABYTE A520M AORUS ELITE,SocketAM4,AMD A520,6760,0,https://www.citilink.ru/product/materinskaya-plata-gigabyte-a520m-aorus-elite-socketam4-amd-a520-matx-1440088/
130,GIGABYTE X570 AORUS PRO,SocketAM4,AMD X570,20 840,0,https://www.citilink.ru/product/materinskaya-plata-gigabyte-x570-aorus-pro-socketam4-amd-x570-atx-ret-1160565/
131,GIGABYTE B460 HD3,LGA 1200,Intel B460,9190,0,https://www.citilink.ru/product/materinskaya-plata-gigabyte-b460-hd3-lga-1200-intel-b460-atx-ret-1399089/
132,ASUS TUF GAMING X570-PLUS WI-FI,SocketAM4,AMD X570,20 640,0,https://www.citilink.ru/product/materinskaya-plata-asus-tuf-gaming-x570-plus-wi-fi-socketam4-amd-x570-1160509/
133,ASUS ROG STRIX B460-G GAMING,LGA 1200,Intel B460,11 990,0,https://www.citilink.ru/product/materinskaya-plata-asus-rog-strix-b460-g-gaming-soc-1200-intel-b460-4x-1387917/
134,ASUS ROG STRIX B450-F GAMING II,SocketAM4,AMD B450,11 800,0,https://www.citilink.ru/product/materinskaya-plata-asus-rog-strix-b450-f-gaming-ii-socketam4-amd-b450-1468605/
135,ASUS PRIME B460I-PLUS,LGA 1200,Intel B460,9490,0,https://www.citilink.ru/product/materinskaya-plata-asus-prime-b460i-plus-soc-1200-intel-b460-2xddr4-mi-1408145/
136,GIGABYTE A520M DS3H,SocketAM4,AMD A520,5790,0,https://www.citilink.ru/product/materinskaya-plata-gigabyte-a520m-ds3h-soc-am4-amd-b550-4xddr4-matx-ac-1410231/
137,MSI H410M PRO-E,LGA 1200,Intel H410,6390,0,https://www.citilink.ru/product/materinskaya-plata-msi-h410m-pro-e-lga-1200-intel-h410-matx-ret-1477338/
138,ASROCK H410M-HDV R2.0,LGA 1200,Intel H410,5990,0,https://www.citilink.ru/product/materinskaya-plata-asrock-h410m-hdv-r2-0-lga-1200-intel-h410-matx-ret-1472189/
139,ASROCK B550 PRO4,SocketAM4,AMD B550,10 710,0,https://www.citilink.ru/product/materinskaya-plata-asrock-b550-pro4-soc-am4-amd-b550-4xddr4-atx-ac-97-1395302/
140,ASUS ROG STRIX B460-I GAMING,LGA 1200,Intel B460,13 490,0,https://www.citilink.ru/product/materinskaya-plata-asus-rog-strix-b460-i-gaming-soc-1200-intel-b460-2x-1395247/
141,ASROCK B560 PRO4,LGA 1200,Intel B560,10 790,0,https://www.citilink.ru/product/materinskaya-plata-asrock-b560-pro4-lga-1200-intel-b560-atx-ret-1478002/
142,ASUS ROG STRIX Z590-E GAMING WIFI,LGA 1200,Intel Z590,30 520,0,https://www.citilink.ru/product/materinskaya-plata-asus-rog-strix-z590-e-gaming-wifi-lga-1200-intel-z5-1471251/
143,ASUS PRIME B550M-A WI-FI,SocketAM4,AMD B550,10 460,0,https://www.citilink.ru/product/materinskaya-plata-asus-prime-b550m-a-wi-fi-soc-am4-amd-b550-4xddr4-ma-1384328/
144,ASROCK H310CM-HDV/M.2,LGA 1151v2,Intel H310C,4890,0,https://www.citilink.ru/product/materinskaya-plata-asrock-h310cm-hdv-m-2-lga-1151v2-intel-h310c-matx-r-1115881/
145,ASUS TUF GAMING B550M-PLUS,SocketAM4,AMD B550,13 080,0,https://www.citilink.ru/product/materinskaya-plata-asus-tuf-gaming-b550m-plus-soc-am4-amd-b550-4xddr4-1387931/
146,ASROCK D1800M,Celeron J1800,спецификация памяти: 1333 МГц,4270,0,https://www.citilink.ru/product/materinskaya-plata-asrock-d1800m-matx-ret-917391/
147,ASROCK B560 STEEL LEGEND,LGA 1200,Intel B560,12 590,0,https://www.citilink.ru/product/materinskaya-plata-asrock-b560-steel-legend-soc-1200-intel-b560-4xddr4-1485301/
148,ASUS PRIME A320M-R-SI,SocketAM4,AMD A320,4090,0,https://www.citilink.ru/product/materinskaya-plata-asus-prime-a320m-r-si-socketam4-amd-a320-matx-ret-w-1156561/
149,ASROCK B560M-HDV,LGA 1200,Intel B560,7420,0,https://www.citilink.ru/product/materinskaya-plata-asrock-b560m-hdv-soc-1200-intel-b560-2xddr4-matx-ac-1495485/
150,ASUS ROG STRIX Z590-F GAMING WIFI,LGA 1200,Intel Z590,27 820,0,https://www.citilink.ru/product/materinskaya-plata-asus-rog-strix-z590-f-gaming-wifi-lga-1200-intel-z5-1471253/
151,ASUS PRIME B550M-K,SocketAM4,AMD B550,8130,0,https://www.citilink.ru/product/materinskaya-plata-asus-prime-b550m-k-soc-am4-amd-b550-4xddr4-matx-ac-1384319/
152,MSI A320M PRO-E,SocketAM4,AMD A320,3890,0,https://www.citilink.ru/product/materinskaya-plata-msi-a320m-pro-e-socketam4-amd-a320-matx-ret-1131354/
153,ASROCK H410M-HVS R2.0,LGA 1200,Intel H410,5890,0,https://www.citilink.ru/product/materinskaya-plata-asrock-h410m-hvs-r2-0-lga-1200-intel-h410-matx-ret-1474272/
154,GIGABYTE Z490 VISION G,LGA 1200,Intel Z490,19 350,0,https://www.citilink.ru/product/materinskaya-plata-gigabyte-z490-vision-g-soc-1200-intel-z490-4xddr4-a-1387881/
155,ASUS TUF GAMING B450M-PRO II,SocketAM4,AMD B450,9070,0,https://www.citilink.ru/product/materinskaya-plata-asus-tuf-gaming-b450m-pro-ii-socketam4-amd-b450-mat-1427622/
156,ASUS ROG STRIX B550-A GAMING,SocketAM4,AMD B550,15 580,0,https://www.citilink.ru/product/materinskaya-plata-asus-rog-strix-b550-a-gaming-socketam4-amd-b550-atx-1451184/
157,ASUS PRIME H310-PLUS R2.0,LGA 1151v2,Intel H310,6840,0,https://www.citilink.ru/product/materinskaya-plata-asus-prime-h310-plus-r2-0-lga-1151v2-intel-h310-atx-1155497/
158,MSI MPG B460I GAMING EDGE WIFI,LGA 1200,Intel B460,12 590,0,https://www.citilink.ru/product/materinskaya-plata-msi-mpg-b460i-gaming-edge-wifi-lga-1200-intel-b460-1431039/
159,ASUS ROG MAXIMUS XIII HERO,LGA 1200,Intel Z590,40 260,0,https://www.citilink.ru/product/materinskaya-plata-asus-rog-maximus-xiii-hero-lga-1200-intel-z590-atx-1471231/
160,ASROCK A320M PRO4-F,SocketAM4,AMD A320,5290,0,https://www.citilink.ru/product/materinskaya-plata-asrock-a320m-pro4-f-socketam4-amd-a320-matx-ret-1477992/
161,GIGABYTE B550I AORUS PRO AX,SocketAM4,AMD B550,15 090,0,https://www.citilink.ru/product/materinskaya-plata-gigabyte-b550i-aorus-pro-ax-soc-am4-amd-b550-2xddr4-1396922/
162,ASUS TUF GAMING X570-PRO WI-FI,SocketAM4,AMD X570,23 200,0,https://www.citilink.ru/product/materinskaya-plata-asus-tuf-gaming-x570-pro-wi-fi-socketam4-amd-x570-a-1468615/
163,GIGABYTE Z490 AORUS PRO AX,LGA 1200,Intel Z490,25 200,0,https://www.citilink.ru/product/materinskaya-plata-gigabyte-z490-aorus-pro-ax-soc-1200-intel-z490-4xdd-1384502/
164,ASUS ROG STRIX B550-XE GAMING WIFI,SocketAM4,AMD B550,27 490,0,https://www.citilink.ru/product/materinskaya-plata-asus-rog-strix-b550-xe-gaming-wifi-socketam4-amd-b5-1453730/
165,ASROCK B550 STEEL LEGEND,SocketAM4,AMD B550,14 880,0,https://www.citilink.ru/product/materinskaya-plata-asrock-b550-steel-legend-socketam4-amd-b550-atx-ret-1415789/
166,ASROCK J3355B-ITX,Celeron J3355,спецификация памяти: 1833 МГц,5160,0,https://www.citilink.ru/product/materinskaya-plata-asrock-j3355b-itx-mini-itx-ret-405695/
167,ASUS TUF GAMING B560-PLUS WIFI,LGA 1200,Intel B560,14 580,0,https://www.citilink.ru/product/materinskaya-plata-asus-tuf-gaming-b560-plus-wifi-soc-1200-intel-b560-1495433/
168,ASUS TUF GAMING Z590-PLUS WIFI,LGA 1200,Intel Z590,20 840,0,https://www.citilink.ru/product/materinskaya-plata-asus-tuf-gaming-z590-plus-wifi-lga-1200-intel-z590-1471260/
169,ASUS PRIME A320M-E,SocketAM4,AMD A320,4590,0,https://www.citilink.ru/product/materinskaya-plata-asus-prime-a320m-e-socketam4-amd-a320-matx-ret-1087844/
170,ASUS PRIME B560-PLUS,LGA 1200,Intel B560,12 000,0,https://www.citilink.ru/product/materinskaya-plata-asus-prime-b560-plus-soc-1200-intel-b560-4xddr4-atx-1495435/
171,ASROCK H510M-HDV/M.2,LGA 1200,Intel H510,7290,0,https://www.citilink.ru/product/materinskaya-plata-asrock-h510m-hdv-m-2-soc-1200-intel-h510-2xddr4-mat-1490708/
172,ASUS TUF GAMING B550-PLUS WI-FI,SocketAM4,AMD B550,15 380,0,https://www.citilink.ru/product/materinskaya-plata-asus-tuf-gaming-b550-plus-wi-fi-socketam4-amd-b550-1451087/
173,ASUS ROG STRIX B550-I GAMING,SocketAM4,AMD B550,17 360,0,https://www.citilink.ru/product/materinskaya-plata-asus-rog-strix-b550-i-gaming-soc-am4-amd-b550-2xddr-1413100/
174,ASUS PRIME B550M-A,SocketAM4,AMD B550,9410,0,https://www.citilink.ru/product/materinskaya-plata-asus-prime-b550m-a-soc-am4-amd-b550-4xddr4-matx-ac-1384325/
175,ASUS ROG MAXIMUS XII FORMULA,LGA 1200,Intel Z490,40 990,0,https://www.citilink.ru/product/materinskaya-plata-asus-rog-maximus-xii-formula-soc-1200-intel-z490-4x-1375126/
176,GIGABYTE B365 M AORUS ELITE,LGA 1151v2,Intel B365,7490,0,https://www.citilink.ru/product/materinskaya-plata-gigabyte-b365-m-aorus-elite-lga-1151v2-intel-b365-m-1148258/
177,ASUS ROG STRIX Z490-G GAMINGWI-FI,LGA 1200,Intel Z490,20 850,0,https://www.citilink.ru/product/materinskaya-plata-asus-rog-strix-z490-g-gaming-wi-fi-lga-1200-intel-z-1427626/
178,GIGABYTE Z390 M,LGA 1151v2,Intel Z390,8960,0,https://www.citilink.ru/product/materinskaya-plata-gigabyte-z390-m-lga-1151v2-intel-z390-matx-ret-1148263/
179,ASUS PRIME A520M-E,SocketAM4,AMD A520,5570,0,https://www.citilink.ru/product/materinskaya-plata-asus-prime-a520m-e-soc-am4-amd-a520-2xddr4-matx-ac-1408140/
180,ASROCK Q1900B-ITX,Celeron J1900,спецификация памяти: 1333 МГц,5450,0,https://www.citilink.ru/product/materinskaya-plata-asrock-q1900b-itx-mini-itx-ret-275363/
181,ASUS PRIME Z590-P,LGA 1200,Intel Z590,18 290,0,https://www.citilink.ru/product/materinskaya-plata-asus-prime-z590-p-lga-1200-intel-z590-atx-ret-1471262/
182,ASUS PRIME A320M-A,SocketAM4,AMD A320,6090,0,https://www.citilink.ru/product/materinskaya-plata-asus-prime-a320m-a-socketam4-amd-a320-matx-ret-490212/
183,ASUS ROG MAXIMUS XII APEX,LGA 1200,Intel Z490,33 340,0,https://www.citilink.ru/product/materinskaya-plata-asus-rog-maximus-xii-apex-soc-1200-intel-z490-2xddr-1384354/
184,ASROCK Z590M PRO4,LGA 1200,Intel Z590,14 390,0,https://www.citilink.ru/product/materinskaya-plata-asrock-z590m-pro4-lga-1200-intel-z590-matx-ret-1478005/
185,ASUS PRIME H310M-D R2.0,LGA 1151v2,Intel H310C,5910,0,https://www.citilink.ru/product/materinskaya-plata-asus-prime-h310m-d-r2-0-lga-1151v2-intel-h310c-matx-1146319/
186,ASUS TUF GAMING B450-PLUS II,SocketAM4,AMD B450,10 050,0,https://www.citilink.ru/product/materinskaya-plata-asus-tuf-gaming-b450-plus-ii-socketam4-amd-b450-atx-1468600/
187,ASROCK Z590 PRO4,LGA 1200,Intel Z590,14 450,0,https://www.citilink.ru/product/materinskaya-plata-asrock-z590-pro4-soc-1200-intel-z590-4xddr4-atx-ac-1495481/
188,ASUS PRIME A320I-K,SocketAM4,AMD A320,7390,0,https://www.citilink.ru/product/materinskaya-plata-asus-prime-a320i-k-socketam4-amd-a320-mini-itx-ret-1474956/
189,ASUS PRIME H310M-C R2.0,LGA 1151v2,Intel H310C,6600,0,https://www.citilink.ru/product/materinskaya-plata-asus-prime-h310m-c-r2-0-lga-1151v2-intel-h310c-matx-1140439/
190,ASROCK H570 STEEL LEGEND,LGA 1200,Intel H570,13 000,0,https://www.citilink.ru/product/materinskaya-plata-asrock-h570-steel-legend-soc-1200-intel-h570-4xddr4-1490705/
191,ASROCK A520M PRO4,SocketAM4,AMD A520,6890,0,https://www.citilink.ru/product/materinskaya-plata-asrock-a520m-pro4-socketam4-amd-a520-matx-ret-1423069/
192,ASROCK B365 PHANTOM GAMING 4,LGA 1151v2,Intel B365,9080,0,https://www.citilink.ru/product/materinskaya-plata-asrock-b365-phantom-gaming-4-lga-1151v2-intel-b365-1447965/
193,ASUS PRIME H370-A,LGA 1151v2,Intel H370,10 630,0,https://www.citilink.ru/product/materinskaya-plata-asus-prime-h370-a-lga-1151v2-intel-h370-atx-ret-1052613/
194,MSI B550M PRO-VDH,SocketAM4,AMD B550,9030,0,https://www.citilink.ru/product/materinskaya-plata-msi-b550m-pro-vdh-socketam4-amd-b550-matx-ret-1455653/
195,ASROCK A520M-HDV,SocketAM4,AMD A520,4990,0,https://www.citilink.ru/product/materinskaya-plata-asrock-a520m-hdv-socketam4-amd-a520-matx-ret-1415783/
196,ASUS PRIME H370-PLUS,LGA 1151v2,Intel H370,9790,0,https://www.citilink.ru/product/materinskaya-plata-asus-prime-h370-plus-lga-1151v2-intel-h370-atx-ret-1052621/
197,ASUS PRIME H570-PLUS,LGA 1200,Intel H570,13 390,0,https://www.citilink.ru/product/materinskaya-plata-asus-prime-h570-plus-soc-1200-intel-h570-4xddr4-atx-1490720/
198,MSI A320M-A PRO MAX,SocketAM4,AMD A320,3960,0,https://www.citilink.ru/product/materinskaya-plata-msi-a320m-a-pro-max-socketam4-amd-a320-matx-ret-1185669/
199,ASROCK H510M-HVS,LGA 1200,Intel H510,6490,0,https://www.citilink.ru/product/materinskaya-plata-asrock-h510m-hvs-soc-1200-intel-h510-2xddr4-matx-ac-1490704/
200,ASROCK X570 EXTREME4,SocketAM4,AMD X570,20 480,0,https://www.citilink.ru/product/materinskaya-plata-asrock-x570-extreme4-socketam4-amd-x570-atx-ret-1159164/
201,ASUS ROG STRIX Z490-G GAMING,LGA 1200,Intel Z490,19 240,0,https://www.citilink.ru/product/materinskaya-plata-asus-rog-strix-z490-g-gaming-soc-1200-intel-z490-4x-1393271/
202,GIGABYTE Z590 GAMING X,LGA 1200,Intel Z590,18 080,0,https://www.citilink.ru/product/materinskaya-plata-gigabyte-z590-gaming-x-soc-1200-intel-z590-4xddr4-a-1490292/
203,ASROCK B560M STEEL LEGEND,LGA 1200,Intel B560,10 740,0,https://www.citilink.ru/product/materinskaya-plata-asrock-b560m-steel-legend-soc-1200-intel-b560-4xddr-1490702/
204,ASROCK Z590 PHANTOM GAMING 4,LGA 1200,Intel Z590,13 160,0,https://www.citilink.ru/product/materinskaya-plata-asrock-z590-phantom-gaming-4-soc-1200-intel-z590-4x-1490706/
